FIPStract,tractid,p_white,p_black,p_hispanic,total_housing_units,occupied_housing_units,vacant_housing_units,p_occupied,p_vacant,p_owner_vacant,p_renter_vacant,median_grossrent_allhouses,median_grossrent_nobedrms,median_grossrent_onebedrms,median_grossrent_twobedrms,median_grossrent_threebedrms,median_grossrent_fourbedrms,median_grossrent_fivebedrms,average_grossrent_nobedrms,average_grossrent_onebedrms,average_grossrent_twobedrms,average_grossrent_threebedrms,median_grossrent,average_gross_rent,median_contract_rent,average_contract_rent,average_rooms,owner_average_rooms,renter_average_rooms,median_rooms,owner_median_rooms,renter_median_rooms,average_bedrms,owner_average_bedrms,renter_average_bedrms,median_yearbuilt,owner_median_yearbuilt,renter_median_yearbuilt,median_yearmovein,owner_median_yearmovein,renter_median_yearmovein,p_renter_higherthan_highschool,p_renter_higherthan_bachelor,p_higherthan_highschool,p_higherthan_college,owner_average_income,renter_average_income,median_hhinc,owner_median_hhinc,renter_median_hhinc,tract_assault_all,tract_arrest_all,tract_theft_all,presp_white,presp_black,presp_hispanic,tract_bathrooms,tract_sqft,tract_theft,tract_assault,tract_arrest,tract_elementary_school_score,tract_middle_school_score,tract_high_schol_score,tract_nightlife,tract_particulate_matter,tract_ozone,tract_nata_diesel_pm,tract_nata_airtoxics_cancerrisk,tract_nata_respiratory_hazard,tract_traffic_proximity_volume,tract_lead_paint_indicator,tract_superfund_proximity,tract_rmp_proximity,tract_hazardous_waste_proximity,tract_wastewater_discharge,tract_dist_tri,tract_pop_overage_64,tract_pop_underage_5,tract_poplessthan_highs,tract_linguistic_pop,tract_low_income_population,tract_minority_population,tract_toxic
42101026000,364,0.036889333,0.86340976,0.062146891,1323,1257,66,95,5,0,10.5,973,987,726,967,1185,0,0,625,633.92859,960.24304,1075.8928,973,1017.3438,817,792.26563,5.975338,6.4251428,4.9450264,6.1,6.3,5,2.7167859,2.9154286,2.26178,1951,1953,1945,1997,1986,2010,0.973822,0.26178011,0.93544304,0.35147679,61817.145,32918.848,45766,58507,28667,188.51108,53.751045,279.41934,0.52043432,0.39296803,0.34370872,2,1598,125,103,10,1,3.7890515,1,5,11.1,44.5,1.38,51,2.4000001,490,0.81,0.083999999,0.23,0.38,0.0043,0.78855908,19,5,8,1,34,92,1
42101026100,365,0.032143831,0.9490602,0.016889131,1555,1410,145,90.7,9.3,2.4,5.1,989,0,926,1079,1342,0,0,400,960.12268,1155.1418,1119.7916,989,1022.7723,849,810.27228,5.8234043,6.5770793,4.0707545,6.1,6.5,3.8,2.6120567,3.0141988,1.6768868,1954,1953,1955,1999,1985,2011,0.81839621,0.084905662,0.91770571,0.29960811,57682.555,30831.367,36289,48929,22727,185.39049,51.336632,277.31693,0.50060433,0.42064965,0.30657849,1.71875,9126.1504,197.94444,110.88889,48.5,2.7065954,3.8961039,2.5599999,26.833334,11.142105,44.336842,1.5610526,51.894737,2.5210526,505.78946,0.78684211,0.10021053,0.31,1.1715789,350.01874,0.8274526,18.68421,4.9473686,8.8421049,2,33.052631,80.052635,0.78947371
42101026200,366,0.009715994,0.98056799,0.006726457,1912,1686,226,88.2,11.8,2.8,0,1175,596,837.72064,1021,1313,0,0,629.021,807.14288,1105.8917,1258.1301,1175,1268.323,843,981.83228,6.1648874,6.4740739,4.9226189,6.1,6.2,4.6,2.8849347,3.0348148,2.2827382,1948,1949,1946,1987,1982,2012,0.81547618,0.11607143,0.90402955,0.3039065,62170.371,34828.867,46563,53662,31200,349.62473,92.496895,419.87085,0.85363108,0.11920278,0.10460253,2.03125,1645.2,229.21428,198.14285,80.14286,3.2660019,3.5340135,2.8357143,6.6428571,11.086667,44.446667,1.3846667,49.799999,2.3666668,486,0.77666664,0.10133334,0.31266665,0.62400001,8.6783638,1.3851552,18.466667,5.6666665,10.733334,4.3333335,37.866665,81.400002,0
42101026301,367,0.005291005,0.9775762,0,1704,1551,153,91,9,0,3.3,1254,987,891.28839,1150,1338,0,0,760.69666,986.11108,1291.6666,1307.2581,1254,1328.7662,972,956.36365,6.22824,6.3957782,5.768116,6.1,6.2,6,2.9168279,2.9762533,2.7536232,1949,1949,1950,2000,1992,2012,0.93719804,0.24637681,0.90584773,0.30525929,54711.961,42699.273,41074,42394,34674,255.42076,70.676193,337.39178,0.65758431,0.27115542,0.25948444,1,34472.957,100,100,100,2.8986013,2.875,2.4000001,5,11.15,44.200001,1.425,50,2.4000001,310,0.80999994,0.086999997,0.37,0.875,0.14022,1.2076898,16.5,6,13,1,46.5,88,0
42101026302,368,0.012773722,0.93696088,0.007465163,2228,2019,209,90.6,9.4,0,8.1,873,0,796.66431,984.22516,940,0,0,690.0354,875,1250,851.33929,873,898.57861,733,696.65552,6.1951461,6.4277568,5.3628116,6.1,6.2,5.6,2.8543835,2.9759188,2.4195011,1950,1949,1954,2001,1996,2007,0.7482993,0.25850341,0.87038279,0.23102753,64698.984,38582.766,43212,44244,42674,237.56433,67.498375,320.63544,0.61272651,0.29418218,0.30373469,1.8,1726,176.60001,166.06667,87.599998,3.0715618,2.851099,2.1445577,7.6666665,11.126667,44.220001,1.5566667,50.599998,2.4466667,578,0.79133332,0.12273333,0.56333333,1.712,173.61292,1.6874413,15.6,5.5999999,13.866667,2.9333334,44.933334,87.73333,0
42101026400,369,0.00054338,0.93606234,0.032059409,2392,2185,207,91.3,8.7,2.3,0,882,596,794.19794,917,858,0,0,591.45844,804.922,775,1024,882,983.77777,631,667.22223,6.3011441,6.4132652,5.3244443,6.3,6.3,4.8,2.8938215,2.932653,2.5555556,1941,1942,1939,1997,1996,2008,0.73333335,0,0.91355389,0.34098187,54102.039,49388.891,39653,42981,27934.37891,257.27792,71.86969,337.27795,0.65674359,0.27730468,0.26987353,327.33334,1920,158.8,126.4,92.199997,3.1564102,2.892381,2.7833333,15.4,11.16,44.099998,1.944,55,2.78,1000,0.792,0.2446,1.056,3.21,760.00366,1.610958,15.4,5.4000001,12.4,2.2,41.599998,78,0
42101026500,370,0.019812489,0.94675392,0.016982133,1955,1682,273,86,14,0,5,1025,518.49561,691,803,1212,0,0,400,660.33832,860.20831,1262.705,1025,997.1781,734,750.79364,5.942925,6.4502244,4.9453263,6.1,6.3,5.2,2.7609987,3.0098655,2.271605,1944,1944,1945,1998,1986,2013,0.89947093,0.047619049,0.86095297,0.18549596,55652.465,31666.666,40893,47188,21709,189.62442,58.215954,274.08624,0.50256586,0.40347221,0.42195478,46.345425,17899.5,165.125,165.25,102.375,2.6163058,3.5663266,2.6666667,4.375,11.122223,44.144444,1.4666667,49.333332,2.3555555,522.22223,0.82999998,0.083111115,0.32888889,0.95888889,4.4502926,2.1949098,16.333334,5.3333335,15.888889,1.6666666,49,95,0
42101026600,371,0.000292483,0.95642,0.028078385,2670,2173,497,81.4,18.6,0,15.5,884,622.04907,698.99408,856,895,1068,0,683.57104,750.4342,931.35248,987.80487,884,947.14673,718,733.22009,6.3018866,6.4084988,5.8406863,6.2,6.2,5.9,2.9139438,2.9631729,2.7009804,1945,1943,1953,1993,1988,2007,0.69117647,0.098039217,0.84899747,0.20467836,64407.934,34803.922,46641,51826,25122,175.26566,54.535202,260.52985,0.44655034,0.36638793,0.41723958,1,15552,115.55556,94.555557,91,3.5615273,4.3346152,2.9479167,18.222221,11.255556,44.155556,1.8688889,52.777779,2.6111112,650,0.78555554,0.093666665,0.35444444,2.1822221,701.11115,2.2263703,14.666667,5.5555553,13.777778,2.3333333,47.888889,86.111115,0
42101026700,372,0.005988024,0.98802394,0.001796407,2899,2538,361,87.5,12.5,1.9,3.1,1022,564.67731,668.27545,903,1177,1068,0,531.43939,695.3125,902.47253,1236.3636,1022,1000,803,757.0152,5.9866037,6.5820708,4.9979033,6.1,6.5,5.3,2.7994485,3.1578283,2.2044024,1939,1941,1939,1999,1989,2013,0.7494759,0.13522013,0.79384911,0.17755887,51278.41,35000,32984,40395,19719,186.97852,59.462292,265.98813,0.47161299,0.42598236,0.46482074,1.6875,3276,263.19049,243.38095,89.619049,2.3373191,2.2518315,1.7866213,8.0952377,11.152381,44.038094,1.5904762,48.904762,2.3761904,654.7619,0.79761904,0.12809524,0.46714285,2.2433333,132.86252,2.234231,15.047619,5.7142859,17.333334,3.7142856,48.952381,85.619049,0
42101026800,373,0.046852425,0.7601651,0.057791539,2144,1915,229,89.3,10.7,0,1.2,867,814,810,914,954,1068,0,764.70587,781.47113,969.48773,1024.5868,867,883.12549,732,755.1488,4.8637075,7.202744,3.6449564,4.3,7.5,3.6,2.2088773,3.6448171,1.4606831,1944,1939,1950,2010,2001,2012,0.87768072,0.15011914,0.85373658,0.29514393,70274.391,32253.773,34617,60833,25250,174.49702,55.529293,248.34367,0.37766409,0.34327322,0.40514398,11.853333,15217.482,213.62903,157.3172,76.49189,2.8165748,2.7320759,2.1823719,21.994652,11.170257,44.137947,1.7262256,51.128204,2.4820514,685.50256,0.73646152,0.13576411,0.602359,2.3894873,481.62167,2.0518749,14.958974,5.502564,15.661538,4.3692307,44.902565,77.112823,0
42101026900,374,0.17295597,0.6895777,0.092093438,786,696,90,88.5,11.5,2.9,4.3,767,745,742,855,1044.7847,1068,0,735.29413,717.88464,997.80701,1098.2142,767,811.245,673,688.05219,6.191092,7.8968825,3.641577,6.5,9,3.2,3.0086207,3.9856114,1.5483871,1939,1939,1953,2005,1997,2012,0.91039425,0.21863799,0.84290951,0.30073351,85407.672,20725.807,51912,86250,10925,131.23589,41.073021,196.72337,0.22363701,0.20492493,0.26990104,1.325,2084.8501,201.39999,119.95,70.349998,3.3092692,3.0672269,2.2619047,64.761902,11.242857,44.042858,2.0042858,54.285713,2.6619048,707.61902,0.74809521,0.13961905,0.74047619,3.3314285,1118.1029,1.5063554,13.190476,5.7142859,14.714286,5,41.523811,69.238098,0
42101027000,375,0.086971834,0.76584506,0.003521127,985,907,78,92.1,7.9,0,13.1,938,689,856,1004,1167,1068,0,715.90912,840.21741,1065.3846,1177.4193,938,956.48151,831,840.09973,6.261301,7.8054547,3.8823528,6.7,8.3,3.9,3.0595369,3.9454546,1.6946778,1943,1939,1959,2006,2000,2012,0.98319328,0.31092438,0.88848549,0.47354773,85172.727,42535.016,53935,89231,33229,246.979,77.26049,292.53687,0.35827971,0.3315571,0.38839212,1.53125,60487.547,168.7619,125.41936,85.290321,2.8640556,2.9569404,2.6370475,28.730158,11.217461,43.987301,1.8501587,51.650795,2.4904761,543.79364,0.7620635,0.14684127,0.78047621,3.1607938,507.65125,1.4107622,12.523809,6.7936506,18.412699,5.4285712,48.603176,80.84127,0
42101027100,376,0.059139784,0.59892476,0.079211466,961,910,51,94.7,5.3,0,5.7,841,837.09497,732,973,891,1068,0,776.13867,716.76135,1028.8462,1005.4348,841,884.94897,745,753.44385,5.9175825,6.3222389,4.8433733,6,6.2,4.8,2.731868,2.9833586,2.0642571,1954,1954,1955,2001,1997,2010,0.91566265,0.18072289,0.77332681,0.27503663,63593.039,37198.797,46833,61148,33734.90234,297.62698,90.788101,316.48077,0.27145451,0.25176159,0.31403095,1.5625,1400,118,78.5,57.5,3.2136364,3.2249999,2.4166667,17.75,11.175,43.900002,2.0599999,52.25,2.7,687.5,0.745,0.24249999,1.255,3.8499999,7.5,1.067413,11.5,6.75,16.5,6.25,41.25,77.5,0
42101027200,377,0.080556728,0.75516659,0.068747364,1962,1885,77,96.1,3.9,0,2.3,1089,1099,960,1101,1275,1068,0,1186.0796,920.71826,1158.8273,1168.3594,1089,1065.1274,962,938.78979,5.490716,6.581984,4.2887402,5.7,6.7,4.5,2.3464191,2.8390689,1.8037905,1958,1956,1962,2006,1997,2013,0.96655518,0.20178372,0.90387696,0.31624478,62877.023,35883.5,43794,56136,37808,333.40732,100.3252,343.45087,0.25862959,0.24217471,0.29590517,1.6666666,1813.3334,216.75,147,53.25,2.7272727,2.71875,2.5,17,11.175,43.825001,1.7149999,49,2.4000001,282.5,0.73500001,0.12,0.75749999,3.5999999,300,0.76895791,9.25,6.75,20,7.75,49.25,85,1
42101027300,378,0.055476077,0.57574314,0.13765697,2298,2113,185,91.9,8.1,0,8.8,894,894.16095,674,911,1050,0,0,625,659.85223,925.25775,1053.3199,894,932.16504,797,711.78662,5.9100804,6.3720932,5.2448039,6.1,6.3,5.7,2.697113,2.9117882,2.3879907,1949,1949,1949,2004,2000,2009,0.84411085,0.012702079,0.80842108,0.15298246,61874.5,30637.99,36696,52846,17464,349.61432,106.07314,359.15637,0.31502065,0.29539338,0.32864171,1.1964285,88787.125,177.01666,158.28334,99.866669,2.8926964,2.9643657,2.2376552,28.766666,11.181666,43.903332,1.8756666,51.466667,2.5433333,812,0.73183334,0.16343333,1.0721667,3.9755001,411.56238,0.40336567,9.2333336,7.3000002,21.383333,9.583333,49.700001,78.716667,1
42101027401,379,0.097151898,0.37943038,0.1443038,1233,1141,92,92.5,7.5,0,10.1,914,856.2901,707,827,969,1594,0,692.80823,743.11224,841.95404,980.76923,914,841.40002,636,632.53333,5.3453112,6.1031389,4.2711864,5.8,6.1,4.6,2.5530236,3.0343797,1.8707627,1942,1945,1939,2002,1997,2008,0.86016947,0.019067796,0.71338153,0.24231465,47380.418,22288.135,26492,39315,18958,386.46008,118.37355,373.59915,0.43257281,0.41062468,0.4406507,1.3023201,1710,239.66667,235,124,2.8763735,2.9470899,3.8777778,24,11.266666,43.766666,2.1800001,52.333332,2.8,1303.3334,0.70666665,0.16333333,0.78333336,4.8666668,110,0.8842535,8.666667,7,20.666666,8.333333,49.666668,82.333336,1
42101027402,380,0.081804514,0.4981955,0.16541353,2520,2302,218,91.3,8.7,1.6,10.5,980,856.02924,776,937.9621,1050,1594,0,875,786.15704,1164.2858,1094.9675,980,980.19379,766,739.49609,5.9309297,6.160296,5.3838234,6,6.1,5.8,2.8575151,3.0184958,2.4735293,1942,1941,1945,2003,1999,2012,0.69852942,0,0.71984714,0.24456652,45818.434,35187.5,36208,38071,31466,425.7265,128.59972,391.29648,0.29396695,0.27686447,0.30246258,1.4,44734,163.16667,160.25,104.08334,2.6137598,2.9407408,2.785238,11.083333,11.216666,43.900002,1.575,47.666668,2.2916667,618.33331,0.76083338,0.12316667,0.76916665,3.0450001,407.5,0.69083458,8.916667,7.3333335,21.333334,8.333333,50.083332,86.083336,1
42101027500,381,0.082086533,0.7250303,0.11241407,1790,1683,107,94,6,0.4,0,953,800.80469,876,955,980,1594,0,300,1002.6595,976.38892,989.11871,953,956.00415,748,688.40582,6.0920973,6.466785,5.3285198,6.2,6.3,5.8,2.8550208,3.0859168,2.3844764,1944,1945,1943,2003,1998,2012,0.8122744,0.11552346,0.83964604,0.25840709,58197.52,26019.855,42337,53197,18713,349.29105,108.10742,354.96643,0.46033281,0.43514472,0.4694106,1,1310,183.8,181,114.4,2.9535713,2.9611111,4.5250001,14.2,11.2,43.880001,1.52,47.200001,2.22,680,0.78799999,0.1086,0.72799999,2.7279999,820,1.1084352,9.1999998,7.1999998,20.799999,7.8000002,49.400002,80,0
42101027600,382,0.044602271,0.92727274,0.002840909,1794,1425,369,79.4,20.6,5.6,8.7,846,771,831,872,954,0,0,802.63159,788.98303,799.36871,939.45947,846,842.70966,741,681.87097,5.0947371,6.5625,4.0516205,5.6,6.4,3.4,2.3494737,3.1891892,1.752701,1948,1947,1949,2009,1995,2012,0.88115245,0.078031212,0.84222126,0.18951079,58597.973,29495.799,28449,53716,20125,259.43433,82.753273,308.58377,0.49791569,0.46720809,0.5072059,1.15,10883.735,125.24074,106.87037,76.259262,2.4211445,2.3271956,3.5669467,20.814816,11.198215,43.933929,1.6939286,50.410713,2.3857143,468.75,0.79607141,0.13007143,0.74196428,2.9714286,228.72017,1.4896519,11.875,6.3392859,19.125,5.5535712,49.67857,85.01786,0
42101027700,383,0.029081844,0.86913168,0.004362277,2384,1945,439,81.6,18.4,0,9.1,380,244,316,927.59686,1052,0,0,311.60715,382.81992,710.71429,1073.0405,380,593.1532,349,483.89297,5.2030849,6.439796,3.9471502,5.8,6.2,3.3,2.3742931,2.977551,1.7616581,1942,1939,1948,2005,1996,2011,0.57098448,0.071502589,0.728576,0.20962089,50515.305,28227.979,26232,42188,14028,197.88612,63.19598,271.12866,0.54523879,0.51307392,0.53849828,1.453125,61127.824,244.44537,195.89915,85.890755,2.286278,2.7523885,1.9076052,25.786325,11.169919,44.047966,1.7113007,50.170731,2.4276423,621.3252,0.78699183,0.14514634,0.7280488,2.4672358,355.22647,1.992573,14.300813,6.0487804,17.081301,4.1300812,49.845528,83.121948,0
42101027800,384,0.025484644,0.90568501,0.060553256,2277,1912,365,84,16,4.1,13,776,668.3689,653,875,831,0,0,400,618.56793,911.82336,860.16949,776,741.79309,657,612.21558,5.1992679,6.3769312,3.9840596,5.5,6.2,3.7,2.3138075,2.9402678,1.6673751,1939,1942,1939,2005,1995,2009,0.80765146,0.062699258,0.78086621,0.18422754,54886.715,30807.652,32440,48831,16260,228.87015,73.644424,286.45856,0.63808131,0.61399668,0.64012843,1.25,19927.938,165.73846,150.87878,90.215385,2.4112802,2.2391369,3.0104876,15.848485,11.239394,44.049999,1.7777272,50.257576,2.4121213,482.89395,0.76883334,0.12296969,0.79621214,2.7316666,467.43549,1.8704119,13.409091,6.530303,17.060606,3.6818182,50.424244,81.71212,0
42101027901,385,0.025407925,0.92843825,0.011188812,1728,1450,278,83.9,16.1,1.7,7.2,1090,578.79187,661.34937,1116,1120,1134,0,560.72607,520.96771,1033.6842,1119.7479,1090,1031.8682,754,730.70056,5.9586205,6.1311154,5.5467291,6,6.1,5.8,2.7993104,2.8688846,2.6331775,1939,1939,1941,2000,1992,2011,0.77102804,0.091121495,0.8557319,0.24197531,44549.902,43510.516,37130,34500,45111,226.4043,71.750671,276.1579,0.76501071,0.75260085,0.76321661,1.2142857,747.75,114.91666,96.333336,84.666664,2.5311577,2.4309916,3.0250001,8.25,11.166667,44.266666,1.5725,50.333332,2.3166666,415,0.73000002,0.11283334,0.53999996,2.1475,238.35085,2.2210646,15,6.25,15.666667,3.6666667,48.666668,76.583336,0
42101027902,386,0.36057466,0.53980219,0.031323597,1088,910,178,83.6,16.4,0,2.1,920,752.01648,688,944,1138,1134,0,625,634.74268,937.68939,1152.5641,920,986.92468,806,824.84308,5.4923077,6.2383294,4.8886681,5.8,6.1,5,2.5021977,2.958231,2.1332009,1947,1945,1951,2010,1981,2013,0.84890658,0.18290259,0.85722822,0.26702508,55909.09,31396.621,30486,47036,19323,217.82932,70.519958,278.8074,0.66694993,0.64526522,0.66614014,1.7321428,86471.195,195.21277,150.10638,84.085106,2.382267,2.2288296,3.0054972,31.466667,11.27234,43.968086,1.906383,51.595745,2.5361702,626.17023,0.74765956,0.1376383,0.84510636,3.0802128,679.23138,1.8888528,13.404255,6.3404255,15.914893,3.0425532,49.361702,75.851067,0
42101028000,387,0.026602482,0.94350141,0.013934634,1898,1657,241,87.3,12.7,0,7.7,730,644.79462,716,786.98779,796,879.61462,1073,625,606.75,684.13171,826.1062,730,735.04755,600,566.7063,5.6010861,6.2270408,5.0389462,5.9,6.2,5.6,2.6306579,2.9770408,2.3195877,1939,1939,1939,2004,1988,2011,0.86712486,0.011454754,0.78519648,0.11674933,35277.422,32434.135,21106,25238,18554,201.91209,70.367447,288.44812,0.48819235,0.43677524,0.47971952,1.1770834,2274.3,220.74286,207.25714,146.60001,2.2319829,2.3187134,1.9403509,25.914286,11.26,43.857143,1.8214285,50.400002,2.4942858,594.85712,0.80228573,0.13985714,0.852,3.1628571,287.93918,1.3916206,11.657143,7.7142859,19.285715,2.2857144,57.971428,88.571426,0.028571429
42101028100,388,0.042911705,0.87980229,0.055268478,1491,1428,63,95.8,4.2,0,0,905,718,726.14551,696,949,1179.2815,0,706.32532,875,747.09302,1086.0446,905,977.60522,632,743.53705,5.9726892,6.6736975,5.0643086,6.1,6.4,5.7,2.9397759,3.2332506,2.5594854,1941,1941,1941,2001,1988,2011,0.78778136,0.17202573,0.85014725,0.2599411,55973.945,27942.123,30330,46429,10765,228.19595,77.3713,300.3157,0.54028112,0.49729699,0.53576159,1,19688.199,210.125,203.3125,134.9375,2.0988553,1.9614719,2.3138888,7.8125,11.205882,43.876472,1.5858823,48.117645,2.3,584.11768,0.78176469,0.13470589,0.85764706,2.6800001,222.40649,1.1981212,12.294118,7.5294118,19.411764,3.8235295,56.411766,87.352943,0
42101028200,389,0.050867509,0.81959778,0.043769717,2300,2126,174,92.4,7.6,0,0,886,911,884,797,1108,1594,0,923.11945,795.62738,853.97729,1036.3573,886,888.66821,813,767.2196,5.0131702,6.2321606,3.9407604,5.7,6.1,3.9,2.3998117,3.0542715,1.8240495,1947,1944,1954,2008,1994,2011,0.92219275,0.21308577,0.87073553,0.27323943,47972.363,24955.791,27971,41462,20695,318.44012,101.20002,342.15839,0.61868,0.58745784,0.61955959,1.3166667,66122.172,258.00751,190.69173,122.21053,2.9240592,3.0155408,2.7752295,43.719696,11.269925,43.880451,2.0172181,52.909775,2.6270676,706.01501,0.75902253,0.16301504,0.99992478,3.8242106,599.04858,1.2692735,11.18797,7.0075188,18.157894,5.2481203,50.887218,77.578949,0
42101028300,390,0.037006713,0.73374814,0.053872604,2811,2336,475,83.1,16.9,7.3,10.8,740,641,715,778,746,1461.8121,0,611.55463,700.5976,781.02478,836.51044,740,762.84778,599,573.20325,5.5783391,6.9856458,4.7940001,5.7,6.9,4.6,2.6528254,3.3624401,2.2573333,1943,1939,1946,2009,1999,2011,0.80800003,0.074000001,0.81046605,0.11559489,56429.426,26075,25000,51064,10223,267.2265,92.517197,325.59808,0.60205811,0.55862141,0.59563375,1.3157895,24596.697,222.19231,192.0097,132.87254,2.4493279,2.4703846,2.0314887,21.262136,11.220952,43.847618,1.8244095,50.266666,2.4752381,735.33331,0.73666668,0.14709523,0.95847619,3.5605714,408.90869,0.94089556,11.495238,7.4190478,20.428572,6.5714288,55.666668,82.809525,0.63809526
42101028400,391,0.019278748,0.79587209,0.13880698,1447,1267,180,87.6,12.4,2.5,3.7,1056,747.21497,889,799.39368,1108,1367.6366,0,875,1039.0625,447.43588,1163.3959,1056,997.6098,739,674.16022,6.1886344,6.4859157,5.5783134,6.2,6.4,5.9,2.9463298,3.1220658,2.5855422,1939,1939,1939,2001,1991,2009,0.90361446,0.081927709,0.79281348,0.20833333,52919.602,28072.289,25542,38194,17261,319.69907,110.06587,351.4592,0.71239871,0.68041635,0.70793706,1.1875,2600,426.14285,334,151.57143,2.9038463,2.3305554,1.25,43.142857,11.242857,43.628571,2.0614285,53,2.7142856,1098.5714,0.76714283,0.27142856,1.4728571,5.8428574,740.02991,0.72575998,9.1428576,7.8571429,23,7.5714288,59.57143,80.428574,1
42101028500,392,0.022069465,0.49529666,0.37662807,979,855,124,87.3,12.7,0,5.1,860,838,765,861,938,1594,0,875,708.46454,902.52808,1023.8142,860,913.97058,722,688.4314,5.5754385,6.8029413,4.7650485,6,6.7,4.6,2.5602338,3.1264706,2.1864078,1947,1948,1946,2007,1993,2012,0.75339806,0.0407767,0.61284512,0.13985594,46536.766,30165.049,26033,35556,20850,442.93478,136.5582,402.16214,0.7852608,0.76453912,0.78409755,1.5107347,35560,357.875,351.75,145,1.6742424,1.7111111,2.8444445,13.75,11.2,43.700001,1.6912501,48,2.3125,1012.5,0.81,0.12875,0.93875003,3.7125001,0.00001275,0.88956869,8,9,27,11,60.75,96,0.875
42101028600,393,0.058735389,0.52831882,0.31810009,2533,2270,263,89.6,10.4,0,2.1,966,802.71472,588,900.12939,982,1333.4686,0,937.5,776.90973,792.97754,1011.3752,966,980.77234,745,730.53094,6.0603523,6.5385437,5.726048,6.2,6.4,6,2.88326,3.1413276,2.7028444,1939,1941,1939,2006,1999,2011,0.63473052,0,0.70826256,0.16864742,43816.918,23001.496,25625,38598,10693,371.17993,117.73999,373.51578,0.67234236,0.64310038,0.67194545,1.4642857,1309.75,281.30768,253.15384,122.38461,2.6154778,2.5891759,3.5838385,29,11.264285,43.657143,2.1028571,51.642857,2.7357144,1282.1428,0.72214288,0.14778571,0.93071431,4.7785716,489.57169,0.87719297,8.6428576,7.5714288,23.5,10,54.42857,82.14286,0.71428573
42101028700,394,0.05688376,0.22011542,0.67971969,911,832,79,91.3,8.7,0,0,772,681,727,790,855,1251.7385,0,664.72223,703.93256,835.38464,884.41858,772,788.01746,591,610.40308,5.1346154,6.15625,4.4960938,5.8,6.1,5.5,2.4038463,3.0406251,2.0058594,1942,1942,1941,2008,1998,2011,0.70703125,0.1015625,0.69075143,0.10982659,51414.063,24912.109,20288,41333,12589,305.86099,108.0501,349.20004,0.698497,0.66297185,0.69284523,3,1728,243,152.5,89.5,3.1111112,3.5,1.3333334,54.5,11.25,44.200001,2.5,56,2.9000001,640,0.69999999,0.32999998,2.2,4.0500002,465.0018,0.31094521,13.5,7,19.5,13.5,44,50.5,1
42101028800,395,0.081426166,0.15104795,0.57311493,1525,1266,259,83,17,5.8,7.4,869,771,744.58459,845,947,950,0,825.28412,625,897.41382,1010.6749,869,900.86615,667,684.80316,5.5039496,5.9562173,5.1323743,5.9,6,5.7,2.5505528,2.8704028,2.2877698,1945,1943,1947,2006,2000,2010,0.63309354,0.034532376,0.57818931,0.081069961,39592.82,28784.172,23769,24519,20650,259.85519,92.158333,333.10309,0.56052691,0.51287133,0.55489343,1.625,2169,169.60001,139.89999,92.300003,2.2110391,2.1899929,1.5863096,48.200001,11.27,43.57,2.1960001,53.099998,2.77,1500,0.73299998,0.198,1.248,5.5999999,259.00415,0.69877952,8,7.6999998,27.9,13.7,56.299999,80.599998,1
42101028901,396,0.061033987,0.17759694,0.68908566,1373,1257,116,91.6,8.4,6.7,0,898,789.02856,687,900,1045,989.69226,0,832.08917,705.18866,949.85468,1088.2354,898,1011.017,735,706.07343,5.8583932,6.2226949,5.393116,6,6.3,5.7,2.6674621,2.8014185,2.4963768,1946,1945,1951,2008,2004,2012,0.86956519,0.14673913,0.69730449,0.17498896,44868.793,32712.863,31250,42679,22692,218.05367,83.746162,324.45483,0.5032323,0.44738686,0.49481297,1,88314,122.375,110.6875,84.25,2.4116807,2.5344017,1.8288461,19,11.224999,43.668751,1.86375,50.8125,2.5875001,1410,0.729375,0.1844375,1.194375,4.8656249,601.90759,0.8958075,9.375,8,27.0625,14.0625,56,75.8125,1
42101028902,397,0.065508023,0.20157456,0.6399287,2114,1966,148,93,7,5.5,4.5,934,825,1129,869,993,950,0,875,1167.4108,971.88757,1028.2429,934,989.6402,732,707.22705,5.6322484,6.3150549,4.9210801,5.9,6.3,5.6,2.700407,3.0259223,2.3613708,1948,1949,1948,2008,2000,2012,0.72585672,0.026998961,0.63267905,0.11088452,46565.305,27780.373,24688,36680,19618,226.05992,82.260452,326.1586,0.47814316,0.43481621,0.47666949,1.45,34952.168,167.61111,152.44444,97.722221,2.1769993,2.1537628,1.4404762,13.055555,11.21579,43.531578,1.8789474,50,2.5631578,1694.7368,0.73421049,0.21168421,1.6121053,5.6505265,315.28833,1.013778,8.0526314,8.4210529,30.789474,16.210526,59.263157,85.368423,0.42105263
42101029000,398,0.058600109,0.34997287,0.53499728,2194,2134,60,97.3,2.7,2.5,0,1019,839,855,1259,1071,1224.9332,0,831.08105,919.73682,1090.7191,1062.2977,1019,1045.5341,740,781.42267,5.6101217,6.2878194,4.9919353,5.7,6.1,5.1,2.726804,3.0667977,2.4166667,1949,1951,1946,2008,1999,2012,0.6792115,0.079749107,0.60424566,0.18397777,49115.914,29079.301,35786,47155,22700,266.44675,87.37455,332.13834,0.46276551,0.43012819,0.46861196,1.3333334,1724,142.88,131.32001,95.199997,2.2823653,2.2832589,1.4206916,23.76,11.24,43.728001,1.8704001,51.040001,2.5480001,1242.4,0.7392,0.15028,1.1492,4.4000001,430.80215,0.6420399,8.04,7.5999999,27.24,12.84,56.439999,83.279999,1
